Genotype,Accession,Group,Block,Rep,Env,Prot_W,Oil_W,Fib_W,Ash_W,Star_W
PHK93,PI548800,unclassified,2,1,5,10.95,6.31,1.5,1.4,68.52
6M502A,PI546484,unclassified,2,1,5,11.88,5.07,1.8,1.52,69.75
ND259,PI550571,unclassified,2,1,5,15.01,6.67,1.73,1.67,67.16
MS24A,Ames24708,unclassified,2,1,5,13.78,5.22,1.89,1.62,67.22
PHK35,PI601777,unclassified,2,1,5,10.97,5.61,1.74,1.44,69.03
LH191,PI539925,unclassified,2,1,5,9.99,4.96,1.54,1.35,69.51
Pa91,PI587147,unclassified,2,1,5,14.43,5.85,1.6,1.58,69.21
LH60,PI601404,unclassified,2,1,5,12.34,5.9,1.75,1.51,68.85
N218,PI596357,unclassified,2,1,5,16.71,5.03,1.91,1.7,69.51
Va102,PI587151,unclassified,2,1,5,15.97,5.77,1.78,1.66,70.36
WIL900,PI601684,unclassified,2,1,5,11.67,4.66,2.39,1.51,69.8
N534,PI594080,unclassified,2,1,5,12.65,4.96,1.71,1.49,69.84
W37A,NSL30073,unclassified,2,1,5,15.47,5.38,1.87,1.66,68.26
NC342,Ames27167,unclassified,2,1,5,11.33,5.73,1.8,1.46,70.07
NC326,Ames27159,unclassified,2,1,5,12.45,5.28,1.71,1.47,70.45
MS67,Ames24710,unclassified,2,1,5,12.26,5.21,1.68,1.48,69.22
MM501D,PI583774,unclassified,2,1,5,10.88,4.95,1.47,1.37,70.87
H121,Ames26804,unclassified,2,1,5,14.24,4.94,1.82,1.59,70.12
N542,PI594088,unclassified,2,1,5,10.87,4.84,1.84,1.46,69.46
W24,NSL30064,unclassified,2,1,5,12.35,4.99,2.07,1.58,68.47
PHP85,PI559944,unclassified,2,1,5,8.74,4.75,1.51,1.26,69.12
R168,Ames19326,unclassified,2,1,5,15.11,5.98,1.78,1.68,67.8
H91,Ames27114,unclassified,2,1,5,13.34,5.33,1.87,1.58,68.89
PHPR5,PI559945,unclassified,2,1,5,14.49,4.93,1.7,1.6,68.26
INB 101LFY/LFY (A632 X M16 S5),NSL174429,unclassified,2,1,5,14.96,5.37,1.93,1.66,68.67
HUOBAI,Ames2339,unclassified,2,1,5,13.32,4.93,1.79,1.57,67.89
ND259,PI550571,unclassified,2,1,5,14.56,5.83,1.93,1.67,68.65
H113,Ames26803,unclassified,2,1,5,12.67,4.83,1.73,1.54,68.43
N215,PI595367,unclassified,2,1,5,14.53,4.72,1.59,1.56,71
H96,Ames26797,unclassified,2,1,5,12,5.4,1.74,1.47,68.61
H122w,Ames26805,unclassified,2,1,5,9.8,5.4,2.01,1.37,68.1
M14,NSL30867,unclassified,2,1,5,14.03,5.63,1.62,1.6,70.31
J8606,PI601725,unclassified,2,1,5,13.71,5.33,1.85,1.62,70.45
E8501,PI601724,unclassified,2,1,5,13.21,6.02,1.57,1.53,70.25
DE811,PI550558,unclassified,2,1,5,12.31,5,2.04,1.53,69.36
Yu796 NS,Ames27196,unclassified,2,1,5,14.29,5.03,1.93,1.63,69.73
K55,Ames22754,unclassified,2,1,5,16.69,6.08,1.7,1.7,69.86
AusTRCF 306238,NSL437933,unclassified,2,1,5,12.76,5.32,1.75,1.48,70.48
N209,PI595366,unclassified,2,1,5,11.53,4.77,1.41,1.38,70.37
NK740,PI601489,unclassified,2,1,5,12.26,5.45,1.6,1.52,69.26
B46,PI550469,unclassified,2,1,5,14.27,5.61,1.71,1.59,68.56
PHWG5,PI559954,unclassified,2,1,5,12.49,4.82,1.79,1.51,68.41
LH214,PI555660,unclassified,2,1,5,12.85,4.64,1.76,1.5,69.67
S8326,PI601612,unclassified,2,1,5,13.18,5.16,1.64,1.54,68.76
CH701-30,Ames27069,unclassified,2,1,5,14.97,5.91,1.71,1.68,67.73
PHN34,PI543843,unclassified,2,1,5,12.24,5.36,1.62,1.51,70.46
R78,NSL30876,unclassified,2,1,5,13.73,7.01,2.01,1.66,67.77
OQ603,PI601584,unclassified,1,2,5,11.66,4.82,1.9,1.48,68.8
NC262,PI531085,unclassified,1,2,5,9.1,5.24,1.72,1.34,67.35
A674,Ames23498,unclassified,1,2,5,12.6,5.62,2.07,1.57,69.07
A548,Ames23449,unclassified,1,2,5,16.16,5.36,1.51,1.65,70.68
A340,Ames23424,unclassified,1,2,5,14.26,5.96,1.65,1.59,68.06
CH711-10,Ames27018,unclassified,1,2,5,13.79,5.45,1.69,1.58,68.64
N193,PI550567,unclassified,1,2,5,10.75,5.19,1.75,1.5,67.19
LIBC 4,PI555650,unclassified,1,2,5,11.51,4.98,1.83,1.5,65.52
SD40,PI606768,unclassified,1,2,5,12.34,5.26,1.92,1.53,68.49
NQ508,PI559918,unclassified,1,2,5,12.34,5.38,1.77,1.53,68.8
MS116,Ames24729,unclassified,1,2,5,13.34,5.2,1.83,1.67,66.26
CM105,PI587124,unclassified,1,2,5,13.31,4.74,2.08,1.59,70.59
PHJ90,PI548799,unclassified,1,2,5,11.6,4.47,1.76,1.43,69.9
LH206,PI538010,unclassified,1,2,5,14.58,4.85,1.72,1.58,70.48
793,PI601492,unclassified,1,2,5,12.49,4.49,1.84,1.52,69.5
CI 40H,Ames26128,unclassified,1,2,5,14.17,5.16,2.01,1.62,68.73
PHVA9,PI559953,unclassified,1,2,5,11.36,5.06,1.85,1.43,70.68
A239,Ames23405,unclassified,1,2,5,11.02,4.58,1.62,1.43,70.3
1538,PI601658,unclassified,1,2,5,13.14,5.76,2,1.6,68.72
A71,NSL42875,unclassified,1,2,5,14.14,4.75,2.19,1.62,68.53
OS602,PI559921,unclassified,1,2,5,15.63,4.61,2.23,1.73,68.61
FBLA,PI546482,unclassified,1,2,5,14.48,4.51,1.86,1.6,69.57
2369,PI601559,unclassified,1,2,5,9.41,5.62,1.73,1.37,67.6
PHP76,PI543846,unclassified,1,2,5,10.51,5.5,1.96,1.45,67.56
78010,PI601211,unclassified,1,2,5,10.07,5.27,1.81,1.43,67.7
6F629,PI546483,unclassified,1,2,5,12.63,5.58,1.66,1.56,67.21
PHW30,PI548808,unclassified,1,2,5,11.44,5.01,1.81,1.45,68.14
ICI 893,PI559383,unclassified,1,2,5,12.37,6.2,1.66,1.5,68.59
PHR63,PI601787,unclassified,1,2,5,10.02,5.27,1.74,1.41,68.19
A73,Ames22439,unclassified,1,2,5,12.75,5.23,1.77,1.53,68.49
CH753-4,Ames27021,unclassified,1,2,5,14.14,4.7,1.76,1.57,69.42
CR1HT,PI601080,unclassified,1,2,5,13.19,5.44,1.82,1.62,67.19
LH222,PI559375,unclassified,1,2,5,10.27,5.36,1.79,1.41,68.68
IBB15,PI601458,unclassified,1,2,5,12.52,4.38,1.89,1.54,68.44
R181B,NSL30896,unclassified,1,2,5,11.33,5.6,1.71,1.43,68.42
29MIBZ2,PI548830,unclassified,1,2,5,10.65,4.35,1.69,1.4,68.67
PHW86,PI543850,unclassified,1,2,5,10.86,5.45,2.07,1.48,67.74
A659,NSL81599,unclassified,1,2,5,12.8,5.38,1.69,1.51,68.34
A322,Ames23422,unclassified,1,2,5,11.7,5.32,1.64,1.44,69.57
PHBA6,PI559935,unclassified,1,2,5,15.11,5.58,1.92,1.66,69.24
DK78010,PI601211,unclassified,1,2,5,12.77,5.64,1.65,1.5,69.65
MS153,Ames24734,unclassified,1,2,5,9.82,5.24,2.09,1.4,68.91
B-28,PI340860,unclassified,1,2,5,12.96,5.58,1.73,1.56,68.93
A556,Ames23450,unclassified,1,2,5,10.71,5.35,1.67,1.44,69.31
4226,NSL30904,unclassified,1,2,5,12.74,5.8,2.31,1.62,66.83
W552,PI520770,unclassified,1,2,5,12.7,6.04,1.63,1.53,69.2
ML606,PI583774,unclassified,1,2,5,11.05,5.37,2.07,1.52,67.88
PHJ89,PI548798,unclassified,1,2,5,14.55,5.82,1.77,1.64,67.67
LH93,PI601171,unclassified,1,2,5,11.97,5.04,1.69,1.52,69
NC310,Ames27151,unclassified,1,2,5,12.61,5.4,1.81,1.54,69.03
PHT69,PI559949,unclassified,1,2,5,11.7,5.41,1.63,1.5,68.53
PHB09,PI601007,unclassified,1,2,5,12.62,5.53,1.79,1.52,67.56
A679,PI587142,unclassified,1,2,5,12.64,5.88,1.91,1.54,66.95
H99,PI587129,unclassified,1,2,5,11.94,5.22,1.83,1.54,69.29
MS226,Ames24751,unclassified,1,2,5,10.18,5.35,1.7,1.4,69.29
764,PI601374,unclassified,1,2,5,14.53,4.87,1.64,1.6,69.86
NORTH 7,Ames2328,unclassified,1,2,5,12.43,5.29,1.84,1.55,68.72
A648,NSL81597,unclassified,1,2,5,12.4,5.34,1.66,1.5,70.41
NK807,PI601430,unclassified,1,2,5,13.57,4.51,1.84,1.65,69.18
790,PI601491,unclassified,1,2,5,9.79,4.55,1.48,1.31,69.6
MS72,Ames24713,unclassified,1,2,5,13.32,5.22,1.73,1.64,66.88
L 155,PI550695,unclassified,1,2,5,12.64,5.2,2.01,1.53,69.32
N6,Ames27137,unclassified,1,2,5,13.07,6.23,1.63,1.55,68.44
W8304,PI601502,unclassified,1,2,5,11.37,5.08,1.62,1.43,69.34
LH61,PI601416,unclassified,1,2,5,11.06,5.25,1.72,1.45,69.39
W117Ht,Ames8399,unclassified,1,2,5,11.11,5.59,1.78,1.46,67.8
LH209,PI554612,unclassified,1,2,5,10.12,5.15,1.57,1.38,68.74
H96,Ames26797,unclassified,2,2,5,11.04,5.94,1.8,1.47,67.03
J8606,PI601725,unclassified,2,2,5,13.53,5.55,1.83,1.61,68.97
W24,NSL30064,unclassified,2,2,5,12.19,5.64,1.81,1.52,66.57
N217,PI596356,unclassified,2,2,5,12.28,5.33,1.81,1.49,69.41
Pa91,PI587147,unclassified,2,2,5,14.3,6.47,1.56,1.61,68.49
PHK93,PI548800,unclassified,2,2,5,9.15,6.3,1.46,1.33,67.48
W37A,NSL30073,unclassified,2,2,5,14.18,5,1.71,1.58,69.53
PHP85,PI559944,unclassified,2,2,5,8.64,5.16,1.57,1.27,68.7
PHPR5,PI559945,unclassified,2,2,5,13.73,5.15,1.88,1.61,68.4
R168,Ames19326,unclassified,2,2,5,13.11,5.94,1.85,1.57,68.71
ND259,PI550571,unclassified,2,2,5,15.05,5.57,1.84,1.66,68.15
Va102,PI587151,unclassified,2,2,5,14,6.06,1.7,1.6,68.64
H122w,Ames26805,unclassified,2,2,5,9.35,4.84,1.66,1.35,69.17
WIL900,PI601684,unclassified,2,2,5,11.67,4.34,2.2,1.51,69.05
M14,NSL30867,unclassified,2,2,5,14.39,5.33,1.49,1.57,67.97
PHK35,PI601777,unclassified,2,2,5,12.05,4.53,1.74,1.48,68.63
B88,PI550556,unclassified,2,2,5,14.46,5.35,1.7,1.61,66.26
LH191,PI539925,unclassified,2,2,5,9.94,4.42,1.6,1.36,69.23
LH214,PI555660,unclassified,2,2,5,12.35,4.73,1.92,1.55,68.38
CH701-30,Ames27069,unclassified,2,2,5,14.56,5.29,1.5,1.61,68.43
E8501,PI601724,unclassified,2,2,5,11.79,5.3,1.52,1.49,69.02
NK740,PI601489,unclassified,2,2,5,12.95,5.11,1.74,1.55,68.27
NC326,Ames27159,unclassified,2,2,5,10.83,5.23,1.65,1.43,68.73
N209,PI595366,unclassified,2,2,5,10.81,5.19,1.52,1.39,68.9
ND259,PI550571,unclassified,2,2,5,13.05,5.16,1.91,1.61,68.76
H121,Ames26804,unclassified,2,2,5,13.17,5.55,1.82,1.58,67.93
B46,PI550469,unclassified,2,2,5,12.94,5.62,1.55,1.52,69.3
AusTRCF 306238,NSL437933,unclassified,2,2,5,10.84,5,1.73,1.43,69.56
H91,Ames27114,unclassified,2,2,5,14.16,5.88,1.93,1.67,68.12
MS24A,Ames24708,unclassified,2,2,5,13.71,5.54,1.86,1.67,67.84
N534,PI594080,unclassified,2,2,5,12.85,4.45,1.57,1.49,69.06
PHN34,PI543843,unclassified,2,2,5,12.79,5.88,1.71,1.52,69.64
PHWG5,PI559954,unclassified,2,2,5,13.81,5.08,1.66,1.55,69.16
NC342,Ames27167,unclassified,2,2,5,12.5,6.26,1.71,1.53,68.35
R78,NSL30876,unclassified,2,2,5,13.03,6.98,2.2,1.69,66.98
HUOBAI,Ames2339,unclassified,2,2,5,13.21,5.39,2.12,1.59,65.92
MM501D,PI583774,unclassified,2,2,5,10.42,5.52,1.64,1.38,68.79
6M502A,PI546484,unclassified,2,2,5,11.16,4.58,1.53,1.39,69.69
K55,Ames22754,unclassified,2,2,5,16.17,5.52,1.64,1.67,69.2
MS67,Ames24710,unclassified,2,2,5,12.06,4.88,1.73,1.52,68.13
LH60,PI601404,unclassified,2,2,5,10.42,5.68,1.72,1.41,68.31
S8326,PI601612,unclassified,2,2,5,12.64,5.19,1.76,1.54,69.45
Yu796 NS,Ames27196,unclassified,2,2,5,12.96,5.55,1.86,1.57,69.16
N542,PI594088,unclassified,2,2,5,10.87,4.64,1.88,1.45,69.58
N218,PI596357,unclassified,2,2,5,15.63,4.21,1.63,1.61,69.62
DE811,PI550558,unclassified,2,2,5,11.39,5.44,1.85,1.49,69.36
H113,Ames26803,unclassified,2,2,5,12.74,5.43,1.57,1.49,68.48
WXB6,Ames26745,unclassified,2,2,5,14.61,4.82,2.05,1.65,68.27
INB 101LFY/LFY (A632 X M16 S5),NSL174429,unclassified,2,2,5,14.42,5.47,2.26,1.7,67.09
